<46>1 2016-03-22T11:45:09-04:00 r001.pvt.bridges.psc.edu rsyslogd - - -  [origin software="rsyslogd" swVersion="7.4.7" x-pid="12745" x-info="http://www.rsyslog.com"] start
<28>1 2016-03-22T11:45:18-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:18-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:18-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<29>1 2016-03-22T11:45:18-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Omnipath/Service[rdma-ndd]/ensure) ensure changed 'stopped' to 'running'
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Slurm/File[munge.key]/ensure) defined content as '{md5}1d80d5b62bee55e8a69fc91e8432e011'
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Starting MUNGE authentication service...
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Started MUNGE authentication service.
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Slurm/Service[munge.service]/ensure) ensure changed 'stopped' to 'running'
<86>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu usermod 12972 - -  change user 'slurm' shell from '/bin/nologin' to '/sbin/nologin'
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitored file `/etc/passwd` was written to
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitored file `/etc/passwd` was moved into place, adding watch
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring file `/etc/passwd` (7)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring directory `/etc` (2)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring file `/etc/group` (3)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring directory `/etc` (2)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring file `/etc/passwd` (7)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring directory `/etc` (2)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring file `/etc/group` (3)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu nscd - - -  12600 monitoring directory `/etc` (2)
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Slurm/User[slurm]/shell) shell changed '/bin/nologin' to '/sbin/nologin'
<29>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Slurm/File[slurmd.service]/ensure) defined content as '{md5}f5fe10678a15942755fbb5be6eb42614'
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<30>1 2016-03-22T11:45:24-04:00 r001.pvt.bridges.psc.edu systemd - - -  Starting Slurm node daemon...
<30>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  PID file /var/run/slurmd.pid not readable (yet?) after start.
<30>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Started Slurm node daemon.
<30>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<30>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Reloading.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/auditd.service is marked world-inaccessible. This has no effect as configuration data is accessible via APIs without restrictions. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/ebtables.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<28>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu systemd - - -  Configuration file /usr/lib/systemd/system/dhcp-interface@.service is marked executable. Please remove executable permission bits. Proceeding anyway.
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Slurm/Service[slurmd.service]/ensure) ensure changed 'stopped' to 'running'
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File[/var/log/slash2]/ensure) created
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File[/var/log/slash2/log]/ensure) created
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File[/var/log/slash2/c]/ensure) created
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File[/pylon2]/ensure) created
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File[/etc/ld.so.conf.d/fuse.conf]/ensure) defined content as '{md5}7ec0da4f566bd3d95232b8039e16c8b3'
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File_line[root_bashrc]/ensure) created
<29>1 2016-03-22T11:45:42-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/Exec[run_ldconfig]) Triggered 'refresh' from 1 events
<29>1 2016-03-22T11:45:48-04:00 r001.pvt.bridges.psc.edu puppet-agent 11764 - -  (/Stage[main]/Bridges::Pylon2/File[/usr/lib64/nagios/plugins/check_pylon2]/ensure) defined content as '{md5}61be3aec685b918f2686891364f1a1e0'
<14>1 2016-03-22T11:45:50-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut-
<14>1 2016-03-22T11:45:50-04:00 r001.pvt.bridges.psc.edu dracut - - -  Executing: /sbin/dracut -f /boot/initramfs-3.10.0-327.4.5.el7.x86_64.tmp 3.10.0-327.4.5.el7.x86_64
<14>1 2016-03-22T11:45:50-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'busybox' will not be installed, because command 'busybox' could not be found!
<14>1 2016-03-22T11:45:50-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'dmraid' will not be installed, because command 'dmraid' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'multipath' will not be installed, because command 'multipath' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'cifs' will not be installed, because command 'mount.cifs' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'fcoe' will not be installed, because command 'dcbtool' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'fcoe' will not be installed, because command 'fipvlan' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'fcoe' will not be installed, because command 'lldpad' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'fcoe' will not be installed, because command 'fcoemon' could not be found!
<14>1 2016-03-22T11:45:51-04:00 r001.pvt.bridges.psc.edu dracut - - -  dracut module 'fcoe' will not be installed, because command 'fcoeadm' could not be found!
